Position Number,Applicant ID,Applicant Status,Internal/External Applicant,Sex,Disabled,Disab Vet,Race/Ethnicity,Mil Status
14110.0,59843734,Rejected; No Interview,Internal,Male,,,Asian,Not a Veteran
14110.0,68510838,Rejected; No Interview,External,Female,,,Hispanic/Latino,Not indicated
14110.0,74645637,Rejected; No Interview,External,Female,Y,,Hispanic/Latino,Not indicated
14110.0,75188539,Rejected; No Interview,External,Female,N,N,American Indian/Alaska Native,Not a Veteran
14110.0,78915429,Rejected; No Interview,External,Male,,,White,Not indicated
14110.0,86686330,Rejected; No Interview,External,Female,Y,N,White,Not indicated
14110.0,96303162,Hired,Internal,Male,,,Asian,Not indicated
14110.0,98257121,Rejected; No Interview,External,Male,Y,N,White,Not a Veteran
14110.0,99206095,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
14117.0,13385725,Rejected; Interview,External,Female,,,Asian,Not indicated
14117.0,15245169,Rejected; No Interview,External,Male,Y,,White,Not indicated
14117.0,27610703,Rejected; No Interview,External,Male,N,N,Black/African American,Not a Veteran
14117.0,29468361,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
14117.0,41394940,Hired,External,Male,N,N,Black/African American,Not a Veteran
14117.0,62422141,Rejected; No Interview,External,Female,,,White,Not indicated
14117.0,63706085,Rejected; No Interview,External,Male,,,White,Not indicated
14117.0,63950854,Rejected; No Interview,External,Female,,,Asian,Not indicated
14117.0,68126397,Rejected; No Interview,External,Male,,,Asian,Not indicated
14117.0,75167988,Rejected; Interview,External,Female,N,N,Asian,Not a Veteran
14117.0,80799054,Rejected; No Interview,External,Female,,,Black/African American,Not indicated
14120.0,29590212,Hired,External,Female,N,N,Black/African American,Not a Veteran
14120.0,29882512,Rejected; Min Qualifications Not Met,External,Female,N,N,American Indian/Alaska Native,Not a Veteran
14120.0,34417708,Rejected; No Interview,External,Female,N,N,Hispanic/Latino,Not a Veteran
14120.0,41629914,Rejected; No Interview,External,Male,,,Asian,Not indicated
14120.0,57950305,Rejected; No Interview,External,Male,,,White,Not a Veteran
14120.0,58497277,Rejected; Interview,External,Male,N,N,Black/African American,Not a Veteran
14120.0,77135878,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
14120.0,81977792,Rejected; Interview,External,Female,,,Asian,Not indicated
14120.0,89467266,Rejected; No Interview,External,Male,N,N,Hispanic/Latino,Not a Veteran
14120.0,91431996,Rejected; Min Qualifications Not Met,External,Female,,,White,Not indicated
14120.0,99805925,Rejected; No Interview,External,Female,,,White,Not indicated
14130.0,15380695,Rejected; Min Qualifications Not Met,External,Female,N,N,White,Not a Veteran
14130.0,17076454,Rejected; No Interview,External,Male,,,White,Not a Veteran
14130.0,25120048,Rejected; No Interview,External,Female,N,N,Black/African American,Not a Veteran
14130.0,35179780,Rejected; No Interview,External,Female,,,Not Applicable,Not indicated
14130.0,36520059,Rejected; No Interview,External,Female,N,N,Black/African American,Not a Veteran
14130.0,36659697,Rejected; No Interview,External,Female,Y,N,White,Not a Veteran
14130.0,37850148,Rejected; Min Qualifications Not Met,External,Male,N,N,Asian,Not a Veteran
14130.0,38152302,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
14130.0,41747863,Rejected; No Interview,External,Male,Y,,Asian,Not a Protected Veteran
14130.0,68639270,Rejected; Interview,External,Male,Y,N,Hispanic/Latino,Not a Veteran
14130.0,74125569,Rejected; Interview,External,Male,N,N,Asian,Not a Veteran
14130.0,74905838,Rejected; No Interview,External,Female,,,Black/African American,Not indicated
14130.0,93839618,Hired,External,Female,,,White,Not a Veteran
14130.0,98634800,Rejected; No Interview,External,Female,Y,N,Black/African American,Not a Veteran
14133.0,14943645,Hired,External,Male,N,N,White,Not a Protected Veteran
14133.0,20061829,Rejected; Interview,External,Male,N,N,White,Not a Veteran
14133.0,27184148,Rejected; No Interview,External,Male,Y,,Hispanic/Latino,Not indicated
14133.0,43724207,Rejected; No Interview,External,Male,,,Not Applicable,Not indicated
14133.0,47143858,Rejected; No Interview,External,Male,,,White,Not indicated
14133.0,49350694,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
14133.0,61040063,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
14133.0,63207200,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
14133.0,73838061,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
14133.0,92431888,Rejected; No Interview,External,Male,Y,N,Hispanic/Latino,Not a Veteran
14133.0,96743022,Rejected; Interview,External,Female,,,Hispanic/Latino,Not indicated
14141.0,12308002,Rejected; No Interview,External,Female,,,Hispanic/Latino,Not indicated
14141.0,19222729,Hired,External,Male,,,White,Not indicated
14141.0,20063594,Rejected; No Interview,External,Male,Y,,White,Not indicated
14141.0,28649293,Rejected; No Interview,External,Male,,,Hispanic/Latino,Not indicated
14141.0,41295867,Rejected; No Interview,External,Male,,,White,Not indicated
14141.0,44072940,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
14141.0,54037279,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
14141.0,65705003,Rejected; Interview,External,Female,,,White,Not indicated
14141.0,73262330,Rejected; No Interview,External,Male,Y,,White,Not indicated
14141.0,77930954,Rejected; Interview,External,Female,,,White,No Military Service
14141.0,93931936,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
14143.0,10500724,Rejected; Interview,Internal,Male,,,White,Not indicated
14143.0,16736704,Rejected; Min Qualifications Not Met,Internal,Female,Y,N,Asian,Not indicated
14143.0,28535145,Hired,Internal,Female,,,White,Not indicated
14143.0,30544482,Rejected; Min Qualifications Not Met,External,Female,,,Asian,Not indicated
14143.0,47669439,Rejected; Interview,Internal,Male,,,Asian,Not indicated
14143.0,49892926,Rejected; No Interview,External,Male,N,N,Black/African American,Not a Veteran
14143.0,57027657,Rejected; No Interview,External,Female,,,Asian,Not indicated
14143.0,62208134,Rejected; No Interview,External,Male,,,White,Not indicated
14143.0,79517389,Rejected; No Interview,External,Male,Y,N,Black/African American,Not a Veteran
14143.0,94153825,Rejected; No Interview,External,Female,Y,N,White,Not indicated
14143.0,94333453,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
14143.0,94749140,Rejected; No Interview,Internal,Female,N,N,Hispanic/Latino,Not a Veteran
14151.0,14280995,Rejected; No Interview,External,Female,Y,N,Asian,Not a Veteran
14151.0,18102980,Hired,Internal,Female,N,N,Black/African American,Not a Veteran
14151.0,20384525,Rejected; No Interview,External,Female,N,N,American Indian/Alaska Native,Not a Veteran
14151.0,23660663,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
14151.0,24337228,Rejected; No Interview,External,Male,N,N,Black/African American,Not indicated
14151.0,24555420,Rejected; No Interview,External,Female,,,Asian,Not indicated
14151.0,27804997,Rejected; No Interview,External,Female,,,White,Not indicated
14151.0,34923518,Rejected; Interview,Internal,Male,Y,,Asian,Not indicated
14151.0,42285437,Rejected; Interview,Internal,Male,N,N,Hispanic/Latino,Not a Veteran
14151.0,47579551,Rejected; Min Qualifications Not Met,External,Female,N,N,Hispanic/Latino,Not a Veteran
14151.0,56717309,Rejected; No Interview,External,Male,Y,,Hispanic/Latino,Not indicated
14151.0,57692728,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
14151.0,61437425,Rejected; No Interview,External,Male,,,Asian,Not indicated
14151.0,62847510,Rejected; No Interview,External,Male,N,N,Black/African American,Not indicated
14151.0,63623158,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
14151.0,71516780,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
14151.0,76683127,Rejected; No Interview,Internal,Female,Y,N,White,Not a Veteran
14151.0,77234237,Rejected; No Interview,External,Female,,,Hispanic/Latino,Not indicated
14151.0,78167691,Rejected; No Interview,Internal,Female,,,White,No Military Service
14151.0,84288499,Rejected; No Interview,External,Female,,,Asian,Not indicated
14171.0,18293003,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
14171.0,20769058,Rejected; Min Qualifications Not Met,External,Female,,,White,Not indicated
14171.0,26496940,Rejected; No Interview,External,Female,,,White,Not indicated
14171.0,28177586,Rejected; Interview,External,Female,,,White,Not indicated
14171.0,60317762,Hired,External,Female,Y,N,Asian,Not a Veteran
14171.0,70964745,Rejected; Min Qualifications Not Met,External,Female,N,N,Asian,Not a Veteran
14171.0,71749739,Rejected; No Interview,External,Male,Y,N,White,Not a Veteran
14171.0,91178727,Rejected; Interview,External,Female,,,White,Not indicated
14171.0,95281681,Rejected; No Interview,External,Female,N,N,Hispanic/Latino,Not a Veteran
14171.0,96776270,Rejected; No Interview,External,Male,Y,,Asian,Not a Protected Veteran
14171.0,97545956,Rejected; No Interview,External,Female,,,White,Not indicated
14172.0,18250835,Rejected; No Interview,External,Male,,,Asian,Not indicated
14172.0,20132921,Hired,External,Male,,,Hispanic/Latino,Not indicated
14172.0,26242958,Rejected; No Interview,External,Female,Y,N,Black/African American,Not a Veteran
14172.0,27325287,Rejected; No Interview,External,Female,Y,N,Black/African American,Not a Veteran
14172.0,44992979,Rejected; No Interview,External,Male,,,White,Not indicated
14172.0,57663941,Rejected; Interview,External,Female,N,N,Asian,Not a Veteran
14172.0,61487255,Rejected; No Interview,External,Male,N,N,Black/African American,Not a Veteran
14172.0,61531328,Rejected; No Interview,External,Female,N,N,Black/African American,Not a Veteran
14172.0,81499303,Rejected; No Interview,External,Male,,,White,Not indicated
14172.0,85637040,Rejected; Interview,External,Female,N,N,White,Not a Veteran
14172.0,94939042,Rejected; No Interview,External,Female,,,Asian,Not indicated
14195.0,14604060,Rejected; No Interview,External,Male,,,Black/African American,Not a Veteran
14195.0,40260565,Rejected; No Interview,External,Female,,,White,Not indicated
14195.0,46105904,Rejected; No Interview,External,Male,,,Hispanic/Latino,No Military Service
14195.0,46601756,Rejected; No Interview,External,Female,Y,N,Black/African American,Not a Veteran
14195.0,52801606,Rejected; No Interview,External,Male,,,White,Not indicated
14195.0,68435042,Rejected; No Interview,External,Male,,,Asian,Not indicated
14195.0,69567371,Hired,External,Female,,,Asian,Not indicated
14195.0,73391805,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
14195.0,74189239,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
14195.0,78027079,Rejected; No Interview,External,Male,,,Asian,Not indicated
14195.0,84021002,Rejected; No Interview,External,Female,Y,N,White,Not indicated
14195.0,91868182,Rejected; Interview,External,Female,Y,,Asian,Not indicated
14195.0,96761601,Rejected; Interview,External,Female,,,White,Not indicated
14195.0,99147316,Rejected; No Interview,External,Female,,,Asian,Not indicated
14205.0,23540119,Rejected; No Interview,External,Male,,,White,Not indicated
14205.0,23583695,Rejected; Min Qualifications Not Met,External,Female,N,N,Asian,Not a Veteran
14205.0,24985360,Rejected; No Interview,External,Female,N,N,Hispanic/Latino,Not a Veteran
14205.0,45429373,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
14205.0,48798699,Rejected; Interview,External,Male,,,Asian,Not indicated
14205.0,51937957,Rejected; No Interview,External,Male,,,White,Not indicated
14205.0,59998817,Rejected; Min Qualifications Not Met,External,Female,Y,,White,Not indicated
14205.0,63494862,Hired,External,Female,N,N,White,Not a Veteran
14205.0,67061478,Rejected; No Interview,External,Female,,,Hispanic/Latino,Not indicated
14205.0,86938620,Rejected; Interview,External,Female,N,N,White,Not a Veteran
14205.0,88217892,Rejected; No Interview,External,Female,N,N,Hispanic/Latino,Not a Veteran
14216.0,14775073,Rejected; Interview,Internal,Female,Y,N,White,Not a Veteran
14216.0,16965966,Hired,Internal,Female,N,N,Asian,Not a Veteran
14216.0,20395873,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
14216.0,22061495,Rejected; Min Qualifications Not Met,External,Female,,,Asian,Not indicated
14216.0,22675563,Rejected; No Interview,External,Female,,,White,No Military Service
14216.0,24595627,Rejected; No Interview,External,Female,Y,,American Indian/Alaska Native,Not indicated
14216.0,34248129,Rejected; No Interview,External,Female,,,Asian,Not indicated
14216.0,41500480,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
14216.0,43512976,Rejected; No Interview,Internal,Female,,,White,Not indicated
14216.0,49563755,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
14216.0,56712423,Rejected; Interview,Internal,Male,,,Black/African American,Not indicated
14216.0,57031476,Rejected; No Interview,External,Male,Y,,White,Not indicated
14216.0,66594072,Rejected; No Interview,Internal,Female,,,White,Not indicated
14216.0,67115052,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
14216.0,76027273,Rejected; No Interview,External,Female,,,White,Not indicated
14216.0,85211134,Rejected; No Interview,External,Male,,,White,Not indicated
14216.0,87850474,Rejected; No Interview,External,Female,N,N,Black/African American,Not a Veteran
14216.0,99135607,Rejected; No Interview,External,Female,,,Hispanic/Latino,Not indicated
14221.0,32850180,Hired,External,Female,N,N,Asian,Not a Veteran
14221.0,45245618,Rejected; No Interview,External,Female,Y,,White,Not indicated
14221.0,47368147,Rejected; Interview,External,Female,Y,N,White,Not a Veteran
14221.0,47950138,Rejected; No Interview,External,Female,,,White,Not indicated
14221.0,72257132,Rejected; Interview,External,Female,Y,,Black/African American,Not indicated
14221.0,75502651,Rejected; No Interview,External,Male,,,Asian,Not indicated
14221.0,88132351,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
14221.0,89888283,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
14221.0,89979785,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
14221.0,94607847,Rejected; No Interview,External,Female,,,Not Applicable,Not indicated
14221.0,98586349,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
14233.0,19252692,Rejected; Min Qualifications Not Met,External,Female,,,Asian,Not indicated
14233.0,20141596,Rejected; No Interview,External,Male,,,White,Not a Veteran
14233.0,23339165,Rejected; No Interview,External,Male,,,White,Not indicated
14233.0,26698546,Rejected; No Interview,External,Male,N,N,Black/African American,Not a Veteran
14233.0,33700073,Rejected; Min Qualifications Not Met,External,Undeclared,,,Asian,Not indicated
14233.0,34934814,Rejected; No Interview,External,Male,,,White,Not indicated
14233.0,47263334,Rejected; Min Qualifications Not Met,External,Female,N,N,White,Not a Veteran
14233.0,50991602,Hired,External,Undeclared,Y,N,Asian,Not a Veteran
14233.0,56749378,Rejected; Interview,External,Male,,,White,Not indicated
14233.0,62321587,Rejected; No Interview,External,Male,,,Asian,Not indicated
14233.0,64908652,Rejected; Interview,External,Female,,,Asian,Not indicated
14240.0,11866529,Rejected; No Interview,External,Female,Y,,Asian,Not indicated
14240.0,13600382,Rejected; No Interview,External,Female,N,N,Hispanic/Latino,Not a Veteran
14240.0,15561613,Rejected; No Interview,External,Female,,,Asian,Not indicated
14240.0,15630222,Rejected; No Interview,External,Female,Y,N,White,Not a Veteran
